district_id,state,district,total_population,child_percent,youth_percent,adult_percent,senior_percent,male_percent,female_percent,literacy_rate,urban_percent,rural_percent,farmer_percent,service_holder_percent,business_percent,others_percent,avg_income,bank_penetration,post_offices_count,Post Office Monthly Income Scheme,Senior Citizen Savings Scheme,Public Provident Fund,Sukanya Samriddhi Yojana,Postal Life Insurance,Rural Postal Life Insurance,National Savings Certificate,Kisan Vikas Patra,Mahila Samman Savings Certificate
304,Maharashtra,Maharashtra_District_10,2881786,32.19760254082578,37.189781275877785,34.99110842471073,0.0,51.732108516905335,48.267891483094665,89.79637708105437,33.48112092897275,66.51887907102724,38.64068027036033,38.4619250825305,29.105587166255383,0.0,155503.3367988167,69.5057744192769,389,148351,0,397064,194746,370684,425354,216961,495516,448368
305,Maharashtra,Maharashtra_District_11,2329780,28.60851766363605,34.12630199149999,33.97276217763356,3.2924181672303945,51.544984745845355,48.455015254154645,77.67706713287247,52.1378739633101,47.8621260366899,49.01797450687259,22.251552760353857,16.861832274409185,11.868640458364368,493625.5481218199,50.1877725846783,391,133173,47398,249323,152277,173570,290398,109364,338441,298462
306,Maharashtra,Maharashtra_District_12,1208163,33.86141810354715,38.737367264557086,25.534262617906904,1.8669520139888576,48.02250649988671,51.97749350011329,65.23167602109531,54.0406779401028,45.9593220598972,27.810382727619082,25.161890105455768,27.413123232359705,19.61460393456544,663044.2446252578,81.12945228251945,274,78577,11373,182705,102790,168544,111604,70304,170262,152182
307,Maharashtra,Maharashtra_District_13,2184846,30.278430203271768,39.04548317753848,29.499305940985792,1.1767806782039614,52.35666917806579,47.64333082193421,72.11623861499157,60.752928074674706,39.247071925325294,50.263422965742514,27.818425232592087,12.335734667901095,9.582417133764304,193059.5368069729,47.44337877922212,198,117564,16215,347480,178568,211899,268131,79005,356393,367278
308,Maharashtra,Maharashtra_District_14,1616145,30.31728774923407,36.29139946789334,34.37920122021295,0.0,52.70405743736711,47.29594256263289,71.88900786668839,33.02411526328342,66.97588473671658,24.61569038128786,16.124515229693344,28.670096164334858,30.589698224683936,553205.6940465246,68.21416455533415,439,58851,0,190297,95184,119968,166859,59168,219731,239400
309,Maharashtra,Maharashtra_District_15,531846,32.17328526812401,30.737592646603385,33.14353480387726,3.9455872813953476,51.902138660689836,48.097861339310164,92.71042468992485,55.63167426195614,44.36832573804386,38.70135230164313,27.11801060122781,20.10027322236511,14.080363874763954,313108.5183500956,46.18290138541391,234,33636,12043,66271,38604,46017,51369,30547,95002,63028
310,Maharashtra,Maharashtra_District_16,802318,34.725155795680756,37.8938362042121,26.27147693852185,1.1095310615852867,48.22116779327764,51.77883220672236,64.86962158360753,60.03181345840021,39.96818654159979,28.201387648271307,19.790029237886475,20.32544830708143,31.68313480676079,518655.50234789535,43.77945120480461,393,35606,5729,118955,80972,72548,56875,37039,94489,95232
311,Maharashtra,Maharashtra_District_17,2421713,29.487685869369475,38.2269856407449,30.628042976074173,1.6572855138114555,51.894151808215696,48.105848191784304,69.62728059126076,55.91506816931878,44.08493183068122,38.03070140457012,18.97255618142319,11.32828056672319,31.6684618472835,396855.9096637758,65.74871399304428,389,103429,18081,292246,151120,258106,259531,76234,369413,276222
312,Maharashtra,Maharashtra_District_18,1317451,34.80002777731482,39.22315051186912,31.84405966575074,0.0,49.83308638412812,50.16691361587188,60.69597370205817,74.23051344070146,25.769486559298542,51.99459878067927,27.914877772535725,17.20208844864539,2.8884349981396156,449209.54336501675,75.18612115529857,459,83223,0,196080,126636,122958,144004,70298,240214,195577
313,Maharashtra,Maharashtra_District_19,863838,25.20161646865016,30.278806322104703,26.7811755084767,17.738401700768442,51.86627902253779,48.13372097746221,80.82260965429319,71.39993307281168,28.600066927188323,58.305266917403124,24.30731860160922,26.211402786976848,0.0,329445.5146305716,60.275011282285064,188,61941,96583,153689,52606,94315,87183,33287,139621,111427
314,Maharashtra,Maharashtra_District_20,832478,31.09086523945892,34.74546236570789,25.938286779871564,8.225385614961628,51.11636792518098,48.88363207481902,71.64681938944274,26.88442684785264,73.11557315214736,25.055701435891898,36.573139292253884,18.18044506811649,20.19071420373772,313872.75718425587,43.79611085800286,262,50057,41719,130728,50621,88371,94363,45169,149459,150940
315,Maharashtra,Maharashtra_District_21,779150,27.722503987654406,32.49632463147246,28.041604740544038,11.739566640329095,48.40138080366081,51.59861919633919,62.093452902498015,34.45325070650211,65.5467492934979,36.13501890644883,29.110248668415984,19.523361136993422,15.231371288141766,161263.79926744648,74.05009258855773,216,49866,45229,115409,58006,93205,125153,30622,113288,128669
316,Maharashtra,Maharashtra_District_22,675126,29.90146075689609,31.51413362129542,31.248908803342232,7.335496818466261,51.91532096390146,48.08467903609854,71.76966561180323,31.75009541021384,68.24990458978615,44.79941213001754,24.772402266306468,26.760531960212532,3.6676536434634635,702781.7569126497,75.02258048176736,163,31137,27069,77169,56448,62613,82481,27872,102685,91297
317,Maharashtra,Maharashtra_District_23,515579,31.15961698689209,34.80096987784608,31.86169858264009,2.1777145526217403,51.50690555077855,48.49309444922145,81.06924117228593,60.38449766909959,39.61550233090041,24.518682612758603,29.709274122175156,16.711577629025243,29.060465636041002,152829.75203194033,64.27679168603878,391,39852,5818,80580,37980,75433,42271,29235,44816,70240
318,Maharashtra,Maharashtra_District_24,1841821,32.21134310705239,33.95058201385478,25.74915382028337,8.088921058809465,48.31261069600051,51.68738930399949,94.46171698235989,61.1125534750318,38.8874465249682,33.14698472562881,26.238862917696196,23.359772518564554,17.254379838110438,226912.49041059794,51.574283047158744,160,109021,75440,299518,140399,189383,145693,107707,184820,230074
319,Maharashtra,Maharashtra_District_25,1413507,25.595401610068883,36.87432443775477,29.898565769618486,7.631708182557865,49.68316139711279,50.31683860288721,67.79755427105184,70.84452540985185,29.155474590148145,56.19778935048694,21.631542239288617,11.530321522150338,10.640346888074102,451420.52314736374,82.20732069644045,288,115417,60052,231185,99012,132230,170688,55908,242625,230214
320,Maharashtra,Maharashtra_District_26,662868,28.870742237347827,39.292584945804684,26.502053194550843,5.334619622296646,52.80852791613873,47.19147208386127,69.39756341254123,67.75637273400633,32.243627265993666,48.30315815662422,16.011709875501314,25.162645630788006,10.522486337086463,320435.1639416304,68.2745650178482,172,36937,18482,84524,43122,70783,60874,21838,101441,83946
321,Maharashtra,Maharashtra_District_27,1890231,27.864129082917195,35.226198064076,25.102329889841393,11.807342963165404,49.21745874047388,50.78254125952612,84.79271067499145,16.470864711591755,83.52913528840824,57.689242597463206,35.58584521898473,16.600962735728192,0.0,593678.3523308374,41.65519886479025,277,123352,105032,185984,136248,133715,353785,89081,403286,243801
322,Maharashtra,Maharashtra_District_28,744550,30.02291294538425,35.64872541887853,26.592199778205078,7.736161857532146,52.68802124334502,47.31197875665498,64.29465009664546,28.112096452175134,71.88790354782486,45.39348523538173,31.34585026142431,16.58159555750072,6.679068945693238,753591.9716896843,41.621003293924055,209,30382,26511,73952,53216,76481,93363,42216,125230,89119
323,Maharashtra,Maharashtra_District_29,1253337,34.57098285637707,33.66725443487058,30.465152911392,1.2966097973603503,51.18546870508697,48.81453129491303,83.58527904614394,47.838139293728,52.161860706272,44.77983191227254,38.57891837338476,20.874359032654517,0.0,589848.9284803376,65.97559991481694,494,73403,8856,234526,88236,163660,187834,79223,186990,209459
324,Maharashtra,Maharashtra_District_30,1191558,26.869834428782482,39.62519585312116,25.346261157145104,8.15870856095125,50.524791506254715,49.475208493745285,72.8545201463575,29.55048876516273,70.44951123483727,46.64360273833775,23.971819416375077,13.59028454158437,15.794293303702805,244581.82405317668,78.25538562109504,158,67156,49837,142050,71696,79693,169806,45607,278049,152744
325,Maharashtra,Maharashtra_District_31,1300787,26.352754022188183,36.02607340591486,34.621055514002144,3.000117057894819,50.18942877546683,49.81057122453317,93.9904355567875,60.28628667908865,39.71371332091135,32.87271585436356,23.668229296873704,23.55887924180612,19.900175606956612,530229.1272272936,47.34507953472469,255,72901,18816,221629,69460,125016,97291,70757,170455,224294
326,Maharashtra,Maharashtra_District_32,2223187,30.398341743521136,30.2932334001224,33.13013410008466,6.178290756271792,50.64326521373845,49.35673478626155,94.19011919133558,29.015517376466363,70.98448262353364,57.35768731817403,16.216258166310418,23.40659438287333,3.019460132642223,180169.9792794335,59.807435482428374,483,66199,69418,182989,138653,146204,296794,92097,463781,273676
327,Manipur,Manipur_District_1,1124813,28.200015617453484,37.75444380709128,34.88399769344879,0.0,50.23370082144604,49.76629917855396,72.17258125452653,37.676222523790415,62.323777476209585,42.73193957380489,22.92732651288863,24.89628340638576,9.44445050692072,361707.7845604677,44.905562143933516,283,52743,0,157071,91659,110494,131586,62499,232696,191783
328,Manipur,Manipur_District_2,1289194,27.307261736923582,35.32602506096044,28.982773837239492,8.38393936487649,50.456014345032266,49.543985654967734,78.67506555315077,12.712850200786676,87.28714979921332,51.80286920944721,28.648799004191986,17.43631023804965,2.112021548311155,314251.6957928946,74.5228101837915,208,42848,51546,148922,78352,95475,194251,72667,236121,167281
329,Manipur,Manipur_District_3,2971649,33.87713250817742,33.577125409809184,29.90981937431485,2.6359227076985405,51.859076609405335,48.140923390594665,82.56843656572524,65.94293941111668,34.05706058888332,20.579553982327635,29.317896871838137,12.509708123275855,37.59284102255837,612848.2831327992,40.012288573392794,241,225819,42762,550646,258386,407026,187766,139464,272413,410549
330,Manipur,Manipur_District_4,502192,30.362277244265265,32.06371198903656,33.60049682614367,3.973513940554497,50.50151074897054,49.49848925102946,89.38149130587749,59.116044985878354,40.883955014121646,23.76330579370457,33.645273566396995,19.581312374769226,23.010108265129205,688634.7071511662,76.37999150511219,153,36711,12877,83607,36527,71691,41388,32133,42866,80974
331,Manipur,Manipur_District_5,2805374,25.038984999374104,31.313692498798584,32.16546998727815,11.481852514549153,49.19553166920342,50.80446833079658,79.15755210838475,62.92276341497711,37.07723658502289,30.09280088839915,39.40783174192077,21.143256019560646,9.356111350119427,691030.31512805,63.06264425011172,100,198034,145078,632084,159305,402320,252321,196509,266506,389975
332,Manipur,Manipur_District_6,1881084,33.00251850449375,33.92272017810698,31.70367862428575,1.3710826931135216,49.019676896585906,50.980323103414094,76.15404446822848,48.22346180261375,51.77653819738625,52.950504659949196,33.86393426480006,21.92129589400121,0.0,407866.1774205096,68.20086461450988,310,86476,12906,291090,157760,240314,227585,79518,287834,296704
333,Manipur,Manipur_District_7,2913775,31.987213351368826,37.70986786824732,27.416283682592596,2.8866350977912596,50.693932882300736,49.306067117699264,68.84849204498101,30.409029029254434,69.59097097074556,47.78603824848413,36.34241393421624,26.88828830225632,0.0,630665.3725276691,47.17334064993051,66,113197,38493,478832,231869,373942,453708,185199,650886,397603
334,Manipur,Manipur_District_8,716595,27.243383681859143,36.879466730236516,25.73376565083498,10.143383937069363,52.26535341866136,47.73464658133864,88.13850769482231,37.540407774928596,62.459592225071404,59.30158137538718,18.326653210237698,27.985618042184147,0.0,578316.8044687535,53.88156059799084,429,27505,45389,70562,37757,58213,126899,33298,135031,81511
335,Manipur,Manipur_District_9,2842377,29.452717262084857,30.707765360966803,31.77689532902525,8.062622047923085,51.21186334940112,48.78813665059888,86.42755174149177,59.2867732493498,40.7132267506502,38.19566742128215,39.3734671893461,24.49814609114881,0.0,542587.9352437218,59.18641426762444,175,192834,134135,489484,170306,419341,242164,137827,328674,410319
336,Manipur,Manipur_District_10,2344117,29.479432467773073,31.06979397597984,33.318998182729224,6.131775373517854,48.08941649298708,51.91058350701292,67.61949285397277,41.87605769413153,58.12394230586847,51.723337897641414,36.53907998099019,21.762483104185126,0.0,533693.112036084,84.90656561091792,102,149141,77780,404820,178618,221176,353046,141143,536397,323545
337,Meghalaya,Meghalaya_District_1,2379528,33.53655147113346,34.72822243385242,32.30326579341476,0.0,52.065212611227984,47.934787388772016,81.36477761428786,11.843293671163925,88.15670632883608,48.53683102580516,23.76380649260144,17.130767545597784,10.56859493599562,161334.21864282768,55.68242713333662,220,53969,0,248799,226107,199313,387149,96776,574092,348472
338,Meghalaya,Meghalaya_District_2,2603844,26.918431323327827,32.02554905537423,28.498373236491474,12.557646384806475,50.32477120278876,49.67522879721124,72.4900400352735,25.989037165030012,74.01096283496999,22.977694508650387,34.312694073293244,16.925575515888333,25.784035902168036,599761.5286852806,45.44392669701688,281,114332,210380,309633,144447,252451,295439,140009,386537,398026
339,Meghalaya,Meghalaya_District_3,1336188,31.42040017934996,32.03924834075056,26.416993411987193,10.123358067912278,52.034191401501744,47.965808598498256,94.97961207625119,72.1171356650982,27.882864334901797,50.493110544501484,27.671634555522928,16.699940117147165,5.135314782828424,432063.0569049792,76.56507987015813,112,94423,64753,232772,104631,126572,126364,58722,225991,199247
340,Meghalaya,Meghalaya_District_4,1945778,27.042247767514514,32.28895999164296,27.26113333722973,13.407658903612798,49.48107442013234,50.51892557986766,68.0959027826319,52.324037819305445,47.675962180694555,52.378612711462495,36.67491779501093,26.15302515505895,0.0,711974.1568104608,67.80002072131731,164,174752,157932,410347,123704,227269,242589,98831,333984,345941
341,Meghalaya,Meghalaya_District_5,1292650,28.03609496090356,37.38323935848992,27.10447501687868,7.476190663727834,51.56789651775616,48.43210348224384,68.85565762232646,18.529742305153377,81.47025769484662,25.83838944398739,16.117981765394745,28.642865796589213,29.40076299402866,173935.35227820685,52.08638297106491,492,44585,55475,104645,102394,103024,188331,52563,206242,195678
342,Meghalaya,Meghalaya_District_6,2065616,28.112800920074385,30.83346978049867,32.10643176885015,8.947297530576783,49.35706743978783,50.64293256021217,63.83405019185399,76.45780875299987,23.542191247000133,34.15041079046763,17.664328331351484,18.68363665171908,29.501624226461804,329314.64695583854,50.76227043439185,415,168082,102179,305944,169050,292273,172189,78270,205165,278538
343,Meghalaya,Meghalaya_District_7,1597934,33.52236565349921,34.18303894110705,31.95225512464885,0.3423402807448923,49.2795794893231,50.7204205106769,76.99194264771121,49.661369403095506,50.338630596904494,49.86335512380849,20.604620524864707,26.33969730989535,3.1923270414314544,290601.12171221874,50.6007580140606,338,77516,3140,229299,148305,148757,163786,75098,324614,238952
344,Mizoram,Mizoram_District_1,731692,31.536245969594567,38.651095045294475,27.932095423961314,1.8805635611496356,48.102113288229845,51.897886711770155,60.58504765449728,52.75162443249809,47.24837556750191,32.15388333998995,15.005400606472477,25.282216199923873,27.55849985361369,740782.7702869972,71.09932405105843,171,38861,7928,73320,60239,55919,83810,30792,96547,91327
345,Mizoram,Mizoram_District_2,2546431,34.132035365107264,35.36939139572048,33.24101243294228,0.0,51.63533900893959,48.36466099106041,78.69910809124616,77.78991528213139,22.21008471786861,45.30588673031828,22.39881949989676,18.524233707183534,13.771060062601428,740319.7185828146,56.794616483914226,401,182107,0,434848,172472,377403,177704,116352,343518,340399
346,Mizoram,Mizoram_District_3,1635446,30.572399451319512,38.456286531961155,28.90997199149409,2.061342025225244,48.30744478339072,51.69255521660928,81.05356577804415,19.20906578471375,80.79093421528626,29.189765033778734,19.737596958661964,29.36083453557641,21.711803471982883,341714.2969865879,56.5260492278099,432,37904,21698,173266,147766,153193,227165,73078,254967,225577
347,Mizoram,Mizoram_District_4,2831286,27.391486362873785,30.985329274151407,26.1552778692631,15.467906493711698,51.43296042758368,48.56703957241632,68.82415429648529,43.437264554005694,56.562735445994306,47.669862991007975,32.76937915155207,24.878725313253295,0.0,731400.43228566,54.649411044831766,459,194087,256734,427440,222366,362460,304335,122664,628223,345417
348,Mizoram,Mizoram_District_5,1013871,31.077888413463633,37.163449498867735,34.943857450709814,0.0,48.533668791168274,51.466331208831726,74.92143899504022,40.772952838937,59.227047161063,40.82280825186449,29.030691513216695,19.510432919023906,10.636067315894913,253599.85262255842,81.86123945758509,455,49241,0,115915,97274,132426,122283,58269,154076,143695
349,Mizoram,Mizoram_District_6,635361,28.990910598489176,33.403130069584826,28.99873937419234,8.607219957733655,52.76185566089653,47.23814433910347,71.74184934741919,39.81805503049458,60.18194496950542,44.804235920626354,27.940444760546487,17.8676778388755,9.387641479951657,560129.731376543,79.67640215691641,373,36317,32781,73138,44739,69677,100571,28167,89438,91288
350,Mizoram,Mizoram_District_7,1253065,25.955255429703918,30.698245863888893,28.91448055598303,14.432018150424152,51.705286786005246,48.294713213994754,74.89056403885265,38.375260092246634,61.624739907753366,41.030617134556095,19.795906372152565,17.585266796533386,21.588209696757954,616762.0735671658,61.17984718823797,241,61296,104654,168788,74455,104079,182358,44033,225943,140924
351,Mizoram,Mizoram_District_8,717985,29.91989751626255,36.55904322901313,28.39619397574132,5.124865278983002,48.238806210361766,51.761193789638234,60.363113802185644,78.78124450750313,21.218755492496868,36.32644196579244,23.055611809587557,15.342661535262891,25.275284689357107,481217.81018991454,46.632848182611696,475,56841,21264,101513,46653,88505,45488,27116,62373,121340
352,Mizoram,Mizoram_District_9,1139009,32.913098712918355,30.199998798398873,29.070597966016052,7.816304522666719,48.354096140446636,51.645903859553364,81.18498691367114,59.21173072996223,40.78826927003777,20.049557529330887,36.39492607454277,13.29331806739313,30.26219832873322,227521.82494749082,72.46227227495193,166,72038,50841,193491,77676,159533,83430,59305,93881,173477
353,Nagaland,Nagaland_District_1,2435399,31.845112010542294,32.08057991648655,33.65498487503536,2.419323197935796,48.231870982975934,51.768129017024066,87.46811719067804,15.844576336889203,84.1554236631108,31.455753370193978,27.156503945893096,17.930960481717154,23.45678220219578,690561.5540893477,66.1801225655108,50,99210,36181,284585,186694,214998,388202,127131,419481,440321
354,Nagaland,Nagaland_District_2,1657276,30.168842131099574,33.270080813451486,33.79113577287717,2.7699412825717644,49.43320130188313,50.56679869811687,62.047099174258506,26.747277205076966,73.25272279492303,38.069622891243405,27.323312556626377,27.465434368720068,7.14163018341015,607955.5338511216,62.06080025632091,106,85044,23257,223303,137187,185444,272430,78794,365556,242370
355,Nagaland,Nagaland_District_3,528373,30.025711443301162,37.703066537211846,33.02706931684418,0.0,48.77383469939246,51.22616530060754,85.78327164405395,33.914781752382524,66.08521824761748,58.7795859819007,26.059085948362778,29.935012708772998,0.0,785405.518522856,42.434645188296194,423,20862,0,62980,41630,48100,72633,23207,117288,66587
356,Nagaland,Nagaland_District_4,2847513,32.5829294941089,33.129325195719446,33.613327597661296,0.6744177125103619,52.76848526415162,47.23151473584838,87.91059237951364,25.331427753463913,74.66857224653609,53.95001227867781,22.09633291198991,11.481199194955877,12.4724556143764,507892.4436441698,78.15526038283005,81,102778,9091,255864,186451,246662,570154,99159,756175,465055
357,Nagaland,Nagaland_District_5,917345,27.488941610836964,39.54592020894352,34.968024969557675,0.0,49.46070508585528,50.53929491414472,60.146145965596205,55.65807091103473,44.34192908896527,51.536475303305764,15.084711633277603,21.193832170481024,12.184980892935606,683587.9953824765,43.18480989954091,101,45564,0,99231,68012,106264,104982,27116,162839,128653
358,Nagaland,Nagaland_District_6,2971335,27.13033948063525,37.3884195623999,30.46307529478913,5.018165662175708,48.435980605535704,51.564019394464296,61.059901347943565,44.0756306838738,55.9243693161262,46.62236506722606,22.406751477664937,21.05010087975304,9.920782575355961,306319.0425480135,84.63807212517602,95,138156,79741,294934,224539,361108,471154,98458,552377,432422
359,Nagaland,Nagaland_District_7,2868627,26.493054293555403,38.01511832551909,29.754631215272074,5.737196165653433,50.75271005359672,49.24728994640328,73.89461359709807,47.916460273070676,52.083539726929324,53.02610659980494,28.02672818815258,18.378763723806554,0.5684014882359278,761822.5760742858,63.847997307684174,75,155495,91359,458490,170642,319210,434492,146731,532639,503840
360,Nagaland,Nagaland_District_8,720751,33.36910920847876,37.368337583104974,27.97778580417267,1.2847674042435955,50.00576813835502,49.99423186164498,78.97197546677124,27.43637280279398,72.56362719720602,25.945254969571568,29.81266749299036,22.759921218967172,21.482156318470906,275571.30611670105,58.34969856472986,199,24199,4824,116561,68414,63306,82758,30880,132905,112949
361,Nagaland,Nagaland_District_9,755790,30.578336866132787,34.823632252953644,26.688611808461598,7.909419072451971,50.29475044581763,49.70524955418237,63.17716246218679,31.77268320737138,68.22731679262861,30.952302909072476,16.3054062851539,16.91875547288575,35.82353533288788,505179.7375446328,66.17278403955643,263,25443,34395,83038,48659,56101,103968,24786,139615,91942
362,Nagaland,Nagaland_District_10,2110105,34.57862075775556,35.3198375856952,31.07998342984652,0.0,49.27832790802214,50.72167209197786,75.13927416609796,15.974073951330903,84.02592604866909,43.28338084452896,18.309671570683765,24.017460040111523,14.389487544675752,710014.0765962718,59.980475203823175,299,46906,0,231186,204321,163423,384617,83894,519730,303353
363,Nagaland,Nagaland_District_11,571306,29.40065691343511,34.02261228760875,27.1310772273404,9.445653571615736,50.23964997337095,49.76035002662905,61.954662000874954,22.749442536035332,77.25055746396467,43.444784364585345,15.44365616482458,17.09234864346182,24.019210827128255,782417.2042330609,41.73171768289516,114,16604,24497,58648,47743,40485,75279,16520,94128,79214
364,Odisha,Odisha_District_1,2546781,30.93059942009174,30.714940711308532,25.580328449084284,12.774131419515449,50.031663513315216,49.968336486684784,89.38825975144191,29.983898831705034,70.01610116829497,42.003935157148234,31.014595733853756,29.89440620673675,0.0,377381.2847858975,60.615597233693634,172,112188,153321,447250,176344,277796,360878,119392,469695,424177
365,Odisha,Odisha_District_2,2971338,26.81047779404081,38.11720825949496,29.515229954538913,5.557083991925321,49.846259255114965,50.153740744885035,85.8160885856727,24.118071849844927,75.88192815015508,29.062995473831116,29.25151210924531,26.941836425020394,14.743655991903186,660818.9222746354,71.21969991204234,93,152301,99093,416034,206647,357603,410151,182529,393521,463609
366,Odisha,Odisha_District_3,1500908,33.80999345012425,38.01604243005575,30.773928603654348,0.0,48.64882321303736,51.35117678696264,93.71173333349697,65.09578347933218,34.904216520667816,50.54106913349866,33.160010578711464,26.718244447339256,0.0,539876.102287489,47.85971615907999,327,96723,0,260106,116062,155377,171753,87478,270492,218890
367,Odisha,Odisha_District_4,2198983,26.834518314377984,34.28254568563893,31.373090115689017,7.509845884294066,48.48452314905366,51.51547685094634,91.39021855608775,26.566025346584038,73.43397465341596,36.327737894593284,17.747570666625503,14.877855070787094,31.046836367994118,451079.38200815744,46.03863668213367,273,103789,75647,201178,131323,136511,285672,86013,368508,311491
368,Odisha,Odisha_District_5,1150444,25.093561587589125,35.31468598607964,34.65908262768943,4.932669798641811,48.880374702076274,51.119625297923726,83.37724801485687,75.78537263487807,24.214627365121927,36.372266373188275,28.761445183439665,23.969795438872442,10.896493004499614,605931.8643291227,69.11554538336462,317,86857,29527,165125,62291,159488,100785,59046,138362,189765
369,Odisha,Odisha_District_6,687392,34.57268383521403,38.67360598552751,25.657075580130893,1.0966345991275617,52.286499933671436,47.713500066328564,82.57186820406619,12.559497037710141,87.44050296228986,49.73285602746967,31.755910555286647,12.038251269876856,6.4729821473668245,287674.12711494626,51.44241121263183,419,25422,4160,56275,51886,42455,110740,30303,129118,106846
370,Odisha,Odisha_District_7,879289,33.199746240900325,31.323474599128463,32.58320473586507,2.8935744241061485,50.97709316613804,49.02290683386196,78.0610693925573,28.8273370315666,71.1726629684334,49.79664462802285,21.67917711654053,17.084775435967778,11.439402819468846,617835.8058182923,59.96315713742353,217,40975,15032,111567,65517,62734,117520,32825,195590,126805
371,Odisha,Odisha_District_8,1641640,32.341445030063554,34.84153425263185,34.78678656273475,0.0,48.89238134657007,51.10761865342993,89.8980876376065,75.84564992938596,24.154350070614043,39.752829896918755,30.00004971190864,11.656699708363947,18.590420682808656,228381.7503122685,47.74762186499686,184,85846,0,257843,136850,197352,133819,79909,222045,284223
372,Odisha,Odisha_District_9,1452602,25.767357485134912,35.74930558123351,25.833704116615355,12.64963281701623,51.7348324023729,48.2651675976271,82.11356870799082,35.098631455698815,64.90136854430119,35.94472136455845,26.6930991225012,22.287045843051107,15.07513366988925,201693.89810536275,44.55447270752171,493,75293,88675,229577,80250,153471,173787,74128,229292,179258
373,Odisha,Odisha_District_10,2663591,26.06111144602749,34.906975532056364,31.41113421436019,7.620778807555951,48.401505184973566,51.598494815026434,76.14358107808341,43.36483071630365,56.63516928369635,26.693993151375835,23.84019982001991,12.645751199532587,36.82005582907166,779841.4348014661,71.54248246222517,216,121955,108585,333651,172295,183130,233595,75672,431029,433331
374,Odisha,Odisha_District_11,1494682,32.75709458381729,37.54619488542288,28.57942831366933,1.1172822170905015,49.095920018710125,50.904079981289875,79.61842044121528,50.78142985116193,49.21857014883807,44.04171847666958,35.718365282125674,10.092853743134427,10.14706249807032,300252.7863553467,72.90080722579582,232,80880,8093,180926,136838,193466,178069,61257,253473,275004
375,Odisha,Odisha_District_12,843422,32.02368676183252,31.166022505286655,29.669176303325802,7.141114429555021,48.086404869378384,51.913595130621616,61.20046073288168,48.08973154412763,51.91026845587237,34.157284915375264,31.07612037592663,29.890102690193302,4.876492018504791,777538.7628908433,53.450972925425525,165,55361,34915,128059,66760,92863,87126,51960,114911,140299
376,Odisha,Odisha_District_13,1134970,32.08879136630882,36.63729271852767,29.148449900239967,2.1254660149235534,52.19287825172351,47.80712174827649,87.76896179948716,78.37179731653237,21.628202683467634,41.258717443014916,20.336317304560005,28.915539156737665,9.489426095687413,359372.47743482044,48.25273198755948,445,56073,12561,212261,75323,111710,101782,59084,137930,133186
377,Odisha,Odisha_District_14,853460,25.868718370969297,30.149455455413843,30.405673998827407,13.576152174789446,49.430037001384584,50.569962998615416,77.40924638181562,33.76375006773828,66.23624993226173,45.07768111117426,17.63548586384488,23.283550651144402,14.003282373836463,479682.84854790615,83.62557939439336,73,47599,68415,84732,51414,68474,110469,39392,146900,122952
378,Odisha,Odisha_District_15,790316,30.24138101148625,30.84992508551067,29.56506602170176,9.343627881301316,50.70239988506357,49.29760011493643,64.17727195770033,23.244569665276355,76.75543033472364,20.835870356287884,35.282990772748335,25.437001486205986,18.444137384757795,750347.9148481673,79.49647187426886,421,49301,43326,100378,64335,79371,107782,45228,131797,125444
379,Odisha,Odisha_District_16,1095902,25.15249229999319,35.50883040588123,31.155105012154916,8.183572281970672,52.73653635303191,47.26346364696809,78.21548450895605,67.16069347533549,32.83930652466451,59.698936525933185,16.00819467677603,11.659536754567206,12.63333204272358,481210.8876127184,79.94474050217376,181,63980,45441,107597,72629,119589,108932,34778,237101,161189
380,Odisha,Odisha_District_17,2998629,29.61662452721819,37.24029674115264,31.305751465325756,1.8373272663034115,48.798877117052434,51.201122882947566,66.65420428047372,65.04477450248189,34.955225497518114,48.746660838892296,15.388973368833328,29.167777462254282,6.696588330020095,688811.6642547159,62.54174012118254,428,141260,33562,453495,224841,370391,295381,136768,505916,443027
381,Odisha,Odisha_District_18,1202307,34.73091139853087,33.40416522555517,29.17090614877067,2.6940172271432843,50.006315722423096,49.993684277576904,84.78572540446986,11.768563408202835,88.23143659179716,42.007073999838184,37.47679436105739,11.338850963729321,9.177280675375108,566628.9378735097,49.22022945040578,189,57680,14693,130964,84280,108511,192567,51421,273318,192635
382,Odisha,Odisha_District_19,783972,31.28457185209321,32.35203766249936,26.76258951512701,9.600800970280417,49.7803171147493,50.2196828852507,69.41195812306508,58.62782690741633,41.37217309258367,39.55600965831509,33.01576139178323,15.996874257480293,11.431354692421387,271541.1197466104,81.4605982462584,51,43570,38910,105988,64966,78993,93156,35932,113769,125332
383,Odisha,Odisha_District_20,1416194,31.432083539976574,33.90808659052911,33.26844798973114,1.3913818797631734,48.89024933350312,51.10975066649688,62.23235608748417,18.83257133720548,81.16742866279452,57.38244681008115,27.59600512243918,24.77477880164392,0.0,372500.9800459696,66.34362213647637,61,61287,11649,187376,98354,132545,252796,78294,287330,250926
384,Odisha,Odisha_District_21,2978013,25.107693552565685,31.354073220135522,32.36481154166711,11.173421685631695,48.13462200039186,51.86537799960814,65.73889949775077,70.60050200763143,29.399497992368566,41.881540584707864,35.04281483898987,26.044223500733622,0.0,601098.9530394895,84.90238065648299,456,293442,195939,570530,221017,413462,240458,169471,390508,563993
